side,theatre_order,theatre_name,theatre_basis,faction_key,canonical_source_faction_key,corps_order,army_corps_name,display_year,display_rating,theatre_display_order,source_flag_directory,available_source_flag_files,selection_flag_source_file,selection_flag_derivation,selection_flag_donor_source_faction_key,flag_tga_path,flag_png_path,post_selection_flag_source_file,post_selection_flag_tga_path,post_selection_flag_png_path
coalition,130,France (1814),screenshot,ntw3_ac_b17_x6_284,ntw3_ac_b17_f6_284,284,8. Wellington / Pyrenees,,8,6,data/ui/flags/f_17b_ac284,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/coalition/0130_france_1814/ntw3_ac_b17_x6_284/flag.tga,assets/army_corps_by_theatre/coalition/0130_france_1814/ntw3_ac_b17_x6_284/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0130_france_1814/ntw3_ac_b17_x6_284/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0130_france_1814/ntw3_ac_b17_x6_284/post_selection_flag.png
coalition,130,France (1814),screenshot,ntw3_ac_b17_x7_285,ntw3_ac_b17_r7_285,285,7. Wintzingerode / Syever,,7,7,data/ui/flags/f_17b_ac285,hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0130_france_1814/ntw3_ac_b17_x7_285/flag.tga,assets/army_corps_by_theatre/coalition/0130_france_1814/ntw3_ac_b17_x7_285/flag.png,,,
coalition,130,France (1814),screenshot,ntw3_ac_b17_x7_288,ntw3_ac_b17_x7_288,288,7. Bülow / Nord,,7,8,data/ui/flags/f_17b_ac288,flag_132.tga|hud_left.tga|hud_right.tga|large.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0130_france_1814/ntw3_ac_b17_x7_288/flag.tga,assets/army_corps_by_theatre/coalition/0130_france_1814/ntw3_ac_b17_x7_288/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0130_france_1814/ntw3_ac_b17_x7_288/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0130_france_1814/ntw3_ac_b17_x7_288/post_selection_flag.png
coalition,130,France (1814),screenshot,ntw3_ac_b17_x7_286,ntw3_ac_b17_x7_286,286,6. Bellegarde / Italien,,6,9,data/ui/flags/f_17b_ac286,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0130_france_1814/ntw3_ac_b17_x7_286/flag.tga,assets/army_corps_by_theatre/coalition/0130_france_1814/ntw3_ac_b17_x7_286/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0130_france_1814/ntw3_ac_b17_x7_286/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0130_france_1814/ntw3_ac_b17_x7_286/post_selection_flag.png
coalition,130,France (1814),screenshot,ntw3_ac_b17_x8_296,ntw3_ac_b17_g8_296,296,5. Wrede / V.K,,5,10,data/ui/flags/f_17b_ac296,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0130_france_1814/ntw3_ac_b17_x8_296/flag.tga,assets/army_corps_by_theatre/coalition/0130_france_1814/ntw3_ac_b17_x8_296/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0130_france_1814/ntw3_ac_b17_x8_296/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0130_france_1814/ntw3_ac_b17_x8_296/post_selection_flag.png
coalition,140,Italy (1815),screenshot,ntw3_ac_b14_x6_160,ntw3_ac_b14_a6_160,160,8. Frimont / Alpen.R,,8,1,data/ui/flags/f_14b_ac160,hud_left.tga|hud_right.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0140_italy_1815/ntw3_ac_b14_x6_160/flag.tga,assets/army_corps_by_theatre/coalition/0140_italy_1815/ntw3_ac_b14_x6_160/flag.png,,,
coalition,140,Italy (1815),screenshot,ntw3_ac_b14_x6_161,ntw3_ac_b14_a6_161,161,8. Bianchi / Italien.R,,8,2,data/ui/flags/f_14b_ac161,flag_132.tga|hud_left.tga|id_flag_infantry.tga|large.tga|small.tga,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/coalition/0140_italy_1815/ntw3_ac_b14_x6_161/flag.tga,assets/army_corps_by_theatre/coalition/0140_italy_1815/ntw3_ac_b14_x6_161/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0140_italy_1815/ntw3_ac_b14_x6_161/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0140_italy_1815/ntw3_ac_b14_x6_161/post_selection_flag.png
coalition,140,Italy (1815),screenshot,ntw3_ac_b14_x6_159,ntw3_ac_b14_ai6_159,159,5. Bubna / Alpen.L,,5,3,data/ui/flags/f_14b_ac159,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|id_flag_naval.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0140_italy_1815/ntw3_ac_b14_x6_159/flag.tga,assets/army_corps_by_theatre/coalition/0140_italy_1815/ntw3_ac_b14_x6_159/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0140_italy_1815/ntw3_ac_b14_x6_159/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0140_italy_1815/ntw3_ac_b14_x6_159/post_selection_flag.png
coalition,140,Italy (1815),screenshot,ntw3_ac_b14_x6_162,ntw3_ac_b14_a6_162,162,5. Neipperg / Italien.L,,5,4,data/ui/flags/f_14b_ac162,hud_left.tga|id_flag_infantry.tga|large.dds|portrait_flags.tga,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/coalition/0140_italy_1815/ntw3_ac_b14_x6_162/flag.tga,assets/army_corps_by_theatre/coalition/0140_italy_1815/ntw3_ac_b14_x6_162/flag.png,,,
coalition,150,Hundred Days (1815),screenshot,ntw3_ac_b12_x5_057,ntw3_ac_b12_u5_057,57,11. Oranje-Nassau / I.C,,11,1,data/ui/flags/f_12b_ac057,hud_left.tga|hud_right.tga|id_flag_cavalry.tga|id_flag_infantry.tga|id_flag_naval.tga|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x5_057/flag.tga,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x5_057/flag.png,,,
coalition,150,Hundred Days (1815),screenshot,ntw3_ac_b12_r6_060,ntw3_ac_b12_u6_060,60,9. Uxbridge / CC,,9,2,data/ui/flags/f_12b_ac060,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_naval.tga|large.dds|mini_flag.tga|naval_id.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_r6_060/flag.tga,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_r6_060/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_r6_060/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_r6_060/post_selection_flag.png
coalition,150,Hundred Days (1815),screenshot,ntw3_ac_b12_x5_059,ntw3_ac_b12_u5_059,59,8. Wellington / RC,,8,3,data/ui/flags/f_12b_ac059,id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_infantry.tga|id_flag_naval.tga|large.dds|large.tga|small.tga,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x5_059/flag.tga,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x5_059/flag.png,,,
coalition,150,Hundred Days (1815),screenshot,ntw3_ac_b12_x6_063,ntw3_ac_b12_p6_063,63,8. Pirch / II.K,,8,4,data/ui/flags/f_12b_ac063,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x6_063/flag.tga,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x6_063/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x6_063/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x6_063/post_selection_flag.png
coalition,150,Hundred Days (1815),screenshot,ntw3_ac_b12_x6_058,ntw3_ac_b12_u6_058,58,7. Hill / II.C,,7,5,data/ui/flags/f_12b_ac058,hud_left.tga|hud_right.tga|id_flag_artillery.tga|id_flag_cavalry.tga|large.dds|large.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x6_058/flag.tga,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x6_058/flag.png,,,
coalition,150,Hundred Days (1815),screenshot,ntw3_ac_b12_x6_065,ntw3_ac_b12_p6_065,65,7. Bülow / IV.K,,7,6,data/ui/flags/f_12b_ac065,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_infantry.tga|large.dds|large.tga,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x6_065/flag.tga,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x6_065/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x6_065/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x6_065/post_selection_flag.png
coalition,150,Hundred Days (1815),screenshot,ntw3_ac_b12_x6_062,ntw3_ac_b12_p6_062,62,6. Zieten / I.K,,6,7,data/ui/flags/f_12b_ac062,flag_132.tga|hud_left.tga|id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_infantry.tga|large.dds,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x6_062/flag.tga,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x6_062/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x6_062/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x6_062/post_selection_flag.png
coalition,150,Hundred Days (1815),screenshot,ntw3_ac_b12_x6_064,ntw3_ac_b12_p6_064,64,5. Thielemann / III.K,,5,8,data/ui/flags/f_12b_ac064,id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x6_064/flag.tga,assets/army_corps_by_theatre/coalition/0150_hundred_days_1815/ntw3_ac_b12_x6_064/flag.png,,,
shared,900,Theatres of War,screenshot,ntw3_tow_a04_x8_005,ntw3_tow_a04_f8_005,10005,[1798] 8. France (Égypte),1798,8,1,data/ui/flags/f_04a_tow005,hud_left.tga|hud_right.tga|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a04_x8_005/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a04_x8_005/flag.png,,,
shared,900,Theatres of War,screenshot,ntw3_tow_b04_x8_015,ntw3_tow_b04_o8_015,10015,[1798] 8. Mamālīk,1798,8,2,data/ui/flags/f_04b_tow015,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|mini_flag.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b04_x8_015/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b04_x8_015/flag.png,flag_132.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b04_x8_015/post_selection_flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b04_x8_015/post_selection_flag.png
shared,900,Theatres of War,screenshot,ntw3_tow_a03_x8_038,ntw3_tow_a03_f8_038,10038,[1798] 5. France (Irlande),1798,5,3,data/ui/flags/f_03a_tow038,flag_132.tga|hud_right.tga|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a03_x8_038/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a03_x8_038/flag.png,flag_132.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a03_x8_038/post_selection_flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a03_x8_038/post_selection_flag.png
shared,900,Theatres of War,screenshot,ntw3_tow_b03_x8_041,ntw3_tow_b03_u8_041,10041,[1798] 5. UK (Ireland),1798,5,4,data/ui/flags/f_03b_tow041,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b03_x8_041/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b03_x8_041/flag.png,flag_132.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b03_x8_041/post_selection_flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b03_x8_041/post_selection_flag.png
shared,900,Theatres of War,screenshot,ntw3_tow_a03_x8_032,ntw3_tow_a03_f8_032,10032,[1799] 9. France (Italie),1799,9,5,data/ui/flags/f_03a_tow032,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a03_x8_032/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a03_x8_032/flag.png,flag_132.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a03_x8_032/post_selection_flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a03_x8_032/post_selection_flag.png
shared,900,Theatres of War,screenshot,ntw3_tow_a03_x8_033,ntw3_tow_a03_f8_033,10033,[1799] 9. France (Rhin),1799,9,6,data/ui/flags/f_03a_tow033,flag_132.tga|hud_left.tga|id_flag_infantry.tga|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a03_x8_033/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a03_x8_033/flag.png,flag_132.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a03_x8_033/post_selection_flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a03_x8_033/post_selection_flag.png
shared,900,Theatres of War,screenshot,ntw3_tow_b03_x8_039,ntw3_tow_b03_a8_039,10039,[1799] 9. Österreich (Italien),1799,9,7,data/ui/flags/f_03b_tow039,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_artillery.tga|id_flag_cavalry.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b03_x8_039/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b03_x8_039/flag.png,flag_132.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b03_x8_039/post_selection_flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b03_x8_039/post_selection_flag.png
shared,900,Theatres of War,screenshot,ntw3_tow_a03_x8_040,ntw3_tow_a03_f8_040,10040,[1799] 7. France (Hollande),1799,7,8,data/ui/flags/f_03a_tow040,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|large.tga|portrait_flags.tga|small.tga,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a03_x8_040/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a03_x8_040/flag.png,flag_132.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a03_x8_040/post_selection_flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a03_x8_040/post_selection_flag.png
shared,900,Theatres of War,screenshot,ntw3_tow_b03_x8_042,ntw3_tow_b03_a8_042,10042,[1799] 7. Österreich (Schwaben),1799,7,9,data/ui/flags/f_03b_tow042,flag_132.tga|hud_left.tga|id_flag_cavalry.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b03_x8_042/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b03_x8_042/flag.png,flag_132.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b03_x8_042/post_selection_flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b03_x8_042/post_selection_flag.png
shared,900,Theatres of War,screenshot,ntw3_tow_b03_x8_043,ntw3_tow_b03_ru8_043,10043,"[1799] 7. UK, Russia (Helder)",1799,7,10,data/ui/flags/f_03b_tow043,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_cavalry.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b03_x8_043/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b03_x8_043/flag.png,flag_132.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b03_x8_043/post_selection_flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b03_x8_043/post_selection_flag.png
shared,900,Theatres of War,screenshot,ntw3_tow_b04_x8_016,ntw3_tow_b04_o8_016,10016,"[1800] 8. Osmanlı, UK",1800,8,11,data/ui/flags/f_04b_tow016,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|large.tga|portrait_flags.tga|small.tga,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b04_x8_016/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b04_x8_016/flag.png,flag_132.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b04_x8_016/post_selection_flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b04_x8_016/post_selection_flag.png
shared,900,Theatres of War,screenshot,ntw3_tow_c15_x8_051,ntw3_tow_c15_r8_051,10051,"[1804] 8. Rossiya (Kavkaz, Dunau)",1804,8,12,data/ui/flags/f_15a_tow051,hud_left.tga|hud_right.tga|id_flag_artillery.tga|id_flag_infantry.tga|id_flag_naval.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_c15_x8_051/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_c15_x8_051/flag.png,,,
shared,900,Theatres of War,screenshot,ntw3_tow_b15_x8_053,ntw3_tow_b15_o8_053,10053,[1804] 7. Irānshahr,1804,7,13,data/ui/flags/f_15b_tow053,flag_132.tga|hud_right.tga|id_flag_infantry.tga|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b15_x8_053/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b15_x8_053/flag.png,flag_132.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b15_x8_053/post_selection_flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b15_x8_053/post_selection_flag.png
shared,900,Theatres of War,screenshot,ntw3_tow_a05_x8_001,ntw3_tow_a05_f8_001,10001,[1805] 11. France (Allemagne),1805,11,14,data/ui/flags/f_05a_tow001,hud_left.tga|id_flag_infantry.tga|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a05_x8_001/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a05_x8_001/flag.png,,,
shared,900,Theatres of War,screenshot,ntw3_tow_b05_x8_006,ntw3_tow_b05_r8_006,10006,"[1805] 9. Rossiya, Österreich",1805,9,15,data/ui/flags/f_05b_tow006,flag_132.tga|hud_left.tga|id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_infantry.tga|id_flag_naval.tga|large.dds|large.tga|mini_flag.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b05_x8_006/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b05_x8_006/flag.png,flag_132.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b05_x8_006/post_selection_flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b05_x8_006/post_selection_flag.png
shared,900,Theatres of War,screenshot,ntw3_tow_b05_x8_007,ntw3_tow_b05_a8_007,10007,[1805] 8. Österreich,1805,8,16,data/ui/flags/f_05b_tow007,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b05_x8_007/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b05_x8_007/flag.png,flag_132.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b05_x8_007/post_selection_flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b05_x8_007/post_selection_flag.png
shared,900,Theatres of War,screenshot,ntw3_tow_a05_x8_004,ntw3_tow_a05_f8_004,10004,[1805] 6. France (Tyrol),1805,6,17,data/ui/flags/f_05a_tow004,id_flag_infantry.tga|large.tga|mini_flag.tga|portrait_flags.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a05_x8_004/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a05_x8_004/flag.png,,,
shared,900,Theatres of War,screenshot,ntw3_tow_a06_x8_002,ntw3_tow_a06_f8_002,10002,[1806] 12. France (Prusse),1806,12,18,data/ui/flags/f_06a_tow002,flag_132.tga|hud_left.tga|hud_right.tga|large.dds|large.tga|portrait_flags.tga|small.tga,large.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a06_x8_002/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a06_x8_002/flag.png,flag_132.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a06_x8_002/post_selection_flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_a06_x8_002/post_selection_flag.png
shared,900,Theatres of War,screenshot,ntw3_tow_b06_x8_009,ntw3_tow_b06_p8_009,10009,[1806] 10. Preußen,1806,10,19,data/ui/flags/f_06b_tow009,hud_right.tga|id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_infantry.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b06_x8_009/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b06_x8_009/flag.png,,,
shared,900,Theatres of War,screenshot,ntw3_tow_b15_x8_052,ntw3_tow_b15_o8_052,10052,[1806] 9. Osmanlı,1806,9,20,data/ui/flags/f_15b_tow052,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.tga|portrait_flags.tga|small.tga,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b15_x8_052/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b15_x8_052/flag.png,flag_132.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b15_x8_052/post_selection_flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b15_x8_052/post_selection_flag.png
shared,900,Theatres of War,screenshot,ntw3_tow_b06_x8_008,ntw3_tow_b06_r8_008,10008,[1807] 9. Rossiya (Polsha),1807,9,21,data/ui/flags/f_06b_tow008,flag_132.tga|hud_left.tga|id_flag_cavalry.tga|id_flag_naval.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b06_x8_008/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b06_x8_008/flag.png,flag_132.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b06_x8_008/post_selection_flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_b06_x8_008/post_selection_flag.png
shared,900,Theatres of War,screenshot,ntw3_tow_c07_x8_017,ntw3_tow_c07_r8_017,10017,[1808] 7. Rossiya (Finlyandiya),1808,7,22,data/ui/flags/f_07a_tow017,flag_132.tga|hud_left.tga|hud_right.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_c07_x8_017/flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_c07_x8_017/flag.png,flag_132.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_c07_x8_017/post_selection_flag.tga,assets/army_corps_by_theatre/shared/0900_theatres_of_war/ntw3_tow_c07_x8_017/post_selection_flag.png
